item_id,source_id,source_question_no,source_page,solution_page,source_fingerprint,structure_fingerprint,source_type_label,answer_key,response_format,primary_problem_type_id,secondary_problem_type_ids,concept_ids,prerequisite_concept_ids,future_connection_ids,difficulty,observed_accuracy_percent,observed_challenge_band,variant_id,near_duplicate_group,mapping_status,mapping_confidence,review_status
M2_NE_150_S06_Q084,SRC_M2_NE_150_WORKSHEET_SET06_20260710,084,11,33,6b3a201631d88619f0451a8fdffc4fe9fbc1781bb3232253dd8d6ca6aba0477d,67bcbd811d722632e9c16fa5c43a15107bacbb2f80d46d9f2848a1f5e67088ac,지수법칙의 응용(2) - 다른 문자를 이용하여 나타내기(1),choice:3,single_choice,M2_NE_PT106,,M2_NE_C032|M2_NE_C027,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,79,medium_observed_challenge,M2_NE_PT106__M2NE150S06_Q084,M2_NE_PT106::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q085,SRC_M2_NE_150_WORKSHEET_SET06_20260710,085,11,33,45c44f07ddeb7293ed5bb323a26336e6da5ae9626edd68f6f83e204cd470e22b,4b7b6523049c2ee01d7fb740601dcf1490bd38fdb11dd728e2166043c4b9b4ab,지수법칙의 응용(2) - 다른 문자를 이용하여 나타내기(1),choice:5,single_choice,M2_NE_PT105,,M2_NE_C032|M2_NE_C027,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,83,low_observed_challenge,M2_NE_PT105__M2NE150S06_Q085,M2_NE_PT105::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q086,SRC_M2_NE_150_WORKSHEET_SET06_20260710,086,11,33,39ab2b53c9eb246a41a1fc77f7ca42145d2ae93ac6595126997f4996c1c7d23a,4e3570a3e104488769878ec9c108b92fb2606b6e0fa19fa3e5f958d67472007b,지수법칙의 응용(3) - 다른 문자를 이용하여 나타내기(2),choice:3,single_choice,M2_NE_PT108,M2_NE_PT107,M2_NE_C032|M2_NE_C027,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,69,medium_observed_challenge,M2_NE_PT108__M2NE150S06_Q086,M2_NE_PT108::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q087,SRC_M2_NE_150_WORKSHEET_SET06_20260710,087,12,33,357ffb3e433f1e16f816c3003ce4987db89117ba856ef85ce86bf92e21ac330e,eba390340458c5937539ddee23ea0a9fbf61476ed1ac30eda99765d956588680,지수법칙의 응용(3) - 다른 문자를 이용하여 나타내기(2),choice:4,single_choice,M2_NE_PT107,M2_NE_PT105,M2_NE_C032|M2_NE_C027,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,58,high_observed_challenge,M2_NE_PT107__M2NE150S06_Q087,M2_NE_PT107::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q088,SRC_M2_NE_150_WORKSHEET_SET06_20260710,088,12,33,5ba9a415e217134d8fe3bcf6ddc72598992fe4d3f547d442ad0eb116f507a03a,eba390340458c5937539ddee23ea0a9fbf61476ed1ac30eda99765d956588680,지수법칙의 응용(3) - 다른 문자를 이용하여 나타내기(2),choice:5,single_choice,M2_NE_PT107,M2_NE_PT105,M2_NE_C032|M2_NE_C027,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,54,high_observed_challenge,M2_NE_PT107__M2NE150S06_Q088,M2_NE_PT107::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q089,SRC_M2_NE_150_WORKSHEET_SET06_20260710,089,12,34,8507bd36fb2d396f3b99fa592f79bfaf0771f29c78b1225ba65add6811fe2675,eba390340458c5937539ddee23ea0a9fbf61476ed1ac30eda99765d956588680,지수법칙의 응용(3) - 다른 문자를 이용하여 나타내기(2),choice:1,single_choice,M2_NE_PT107,M2_NE_PT105,M2_NE_C032|M2_NE_C027,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,66,medium_observed_challenge,M2_NE_PT107__M2NE150S06_Q089,M2_NE_PT107::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q090,SRC_M2_NE_150_WORKSHEET_SET06_20260710,090,12,34,86554d9310ed8b4a4db9458fdf36b1c19cd7e4d3609461d8517e30fcdccaed06,30f711bf630c2e7b452013c0b046a3f8fcde0b00e9d992b199a02ff69b829fbb,지수법칙의 응용(4) - 지수법칙과 일의 자릿수,choice:2,single_choice,M2_NE_PT109,,M2_NE_C027|M2_NE_C033,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,72,medium_observed_challenge,M2_NE_PT109__M2NE150S06_Q090,M2_NE_PT109::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q091,SRC_M2_NE_150_WORKSHEET_SET06_20260710,091,12,34,29796aa98a1516e46226c2f451329425215a64c85a63bfc0000de6dc17e446ac,30f711bf630c2e7b452013c0b046a3f8fcde0b00e9d992b199a02ff69b829fbb,지수법칙의 응용(4) - 지수법칙과 일의 자릿수,choice:1,single_choice,M2_NE_PT109,,M2_NE_C027|M2_NE_C033,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,64,high_observed_challenge,M2_NE_PT109__M2NE150S06_Q091,M2_NE_PT109::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q092,SRC_M2_NE_150_WORKSHEET_SET06_20260710,092,12,34,809caf8a639eb1d2dd367e77016f803be5b8822acaae7710e686337f6c299191,30f711bf630c2e7b452013c0b046a3f8fcde0b00e9d992b199a02ff69b829fbb,지수법칙의 응용(4) - 지수법칙과 일의 자릿수,choice:3,single_choice,M2_NE_PT109,,M2_NE_C027|M2_NE_C033,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,84,low_observed_challenge,M2_NE_PT109__M2NE150S06_Q092,M2_NE_PT109::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q093,SRC_M2_NE_150_WORKSHEET_SET06_20260710,093,12,34,f0f2f5fbdbb073ff3c269208da28a796d9d66b30faf6ec7e904460f3853f1066,f88795d8243a6eeecf3a1c121dbe6435fa13b5c56ff2e1c6639a185596d0cf89,지수법칙의 응용(4) - 지수법칙과 일의 자릿수,1957,integer,M2_NE_PT110,M2_NE_PT109,M2_NE_C027|M2_NE_C033,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,54,high_observed_challenge,M2_NE_PT110__M2NE150S06_Q093,M2_NE_PT110::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q094,SRC_M2_NE_150_WORKSHEET_SET06_20260710,094,12,34,a598041d713384d94cebb0b4324427e4c0451e3455ab0011f14c6cbcc8cf9901,510a4942a65de69c21866a22d9fbffc60876107ade99ab1afc220b555a9a6500,지수법칙의 응용(5) - 지수법칙과 자연수의 자릿수,choice:3,single_choice,M2_NE_PT112,,M2_NE_C027|M2_NE_C034,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,81,low_observed_challenge,M2_NE_PT112__M2NE150S06_Q094,M2_NE_PT112::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q095,SRC_M2_NE_150_WORKSHEET_SET06_20260710,095,12,34,54388533db0da028c523d504550a5104dd29274a16bcc2a5645f833b8123b81d,b102678588af061dc8ef3abc49373543fb30f021b137ff5720d973bc1a0ba42d,지수법칙의 응용(5) - 지수법칙과 자연수의 자릿수,choice:4,single_choice,M2_NE_PT113,M2_NE_PT112,M2_NE_C027|M2_NE_C034,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,74,medium_observed_challenge,M2_NE_PT113__M2NE150S06_Q095,M2_NE_PT113::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q096,SRC_M2_NE_150_WORKSHEET_SET06_20260710,096,13,35,47626605af58945cb914c01eb66065d06c4bfff50c4311c30b9eee2bde99a4ef,edfb8d1a17060a30916b5d1d74f89d90eaf68f726b37292d28e7caded9d5ce57,지수법칙의 응용(5) - 지수법칙과 자연수의 자릿수,9,integer,M2_NE_PT113,,M2_NE_C027|M2_NE_C034,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,64,high_observed_challenge,M2_NE_PT113__M2NE150S06_Q096,M2_NE_PT113::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q097,SRC_M2_NE_150_WORKSHEET_SET06_20260710,097,13,35,5651c358eb759bca4ce734e3e9aa32ea318c9b5d1101b44ebf12271476b542f1,9b65b918d96ff0f8c0c065ee7b7c8d21e6115590577590e0048a364a9fd84331,지수법칙의 응용(5) - 지수법칙과 자연수의 자릿수,11,integer,M2_NE_PT112,,M2_NE_C027|M2_NE_C034,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,76,medium_observed_challenge,M2_NE_PT112__M2NE150S06_Q097,M2_NE_PT112::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q098,SRC_M2_NE_150_WORKSHEET_SET06_20260710,098,13,35,8a9b06b48b509bd4bd1a91f865b7efaa5dbfe8e6d7287705cc2bdd0543171160,7c14d6e36090d6274e723503f91cc7791543a3478c02a62c80680e299be10145,지수에 미지수가 포함된 방정식의 풀이,choice:4,single_choice,M2_NE_PT115,M2_NE_PT114,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C035,M2_NE_C021|M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036,M3_POLY_C001,advanced,82,low_observed_challenge,M2_NE_PT115__M2NE150S06_Q098,M2_NE_PT115::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q099,SRC_M2_NE_150_WORKSHEET_SET06_20260710,099,13,35,29563c8cedd32ae50715a7c8b8631018b28ed72a403df30d3d4f19df88f13000,4af6968ed9968d813bf490db8d08adf0f41ff41e7a92a373783943536486617e,지수에 미지수가 포함된 방정식의 풀이,10,integer,M2_NE_PT119,M2_NE_PT118,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C035,M2_NE_C021|M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036,M3_POLY_C001,advanced,71,medium_observed_challenge,M2_NE_PT119__M2NE150S06_Q099,M2_NE_PT119::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q100,SRC_M2_NE_150_WORKSHEET_SET06_20260710,100,13,35,60a8d268e6090bc0c0fd1df2cf018264790a3eb9dd580bb31b87de6cade461ac,0109ae521b2c3141b9ebebdc7472b49a4cce404398b31622bf1602c19dff9b85,지수에 미지수가 포함된 방정식의 풀이,1,integer,M2_NE_PT115,M2_NE_PT114,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C035,M2_NE_C021|M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036,M3_POLY_C001,advanced,67,medium_observed_challenge,M2_NE_PT115__M2NE150S06_Q100,M2_NE_PT115::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q101,SRC_M2_NE_150_WORKSHEET_SET06_20260710,101,13,35,2c639b6d0414b9e0d5ddba4079bebda8a7ff38918dde169ef9f6a398746c2ce9,e56a899e991f3958ac747b9d78f2026f5ce79b9e53fcb85f9e256598d17b1a01,지수에 미지수가 포함된 방정식의 풀이,3,integer,M2_NE_PT120,M2_NE_PT118,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C035,M2_NE_C021|M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036,M3_POLY_C001,advanced,74,medium_observed_challenge,M2_NE_PT120__M2NE150S06_Q101,M2_NE_PT120::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q102,SRC_M2_NE_150_WORKSHEET_SET06_20260710,102,13,35,fa64e9da627e738b1e83db94b445ac63db3c18b7e3383b1b3db8662483365aff,9c94796891b43d3b997ef4d5efd7183c970a6af1d1552e6412e81b968989e093,단항식의 곱셈,choice:3,single_choice,M2_NE_PT123,M2_NE_PT122,M2_NE_C037|M2_NE_C038|M2_NE_C022,M2_NE_C021|M1_EX_C009|M2_NE_C022|M2_NE_C037,M3_POLY_C001,core,71,medium_observed_challenge,M2_NE_PT123__M2NE150S06_Q102,M2_NE_PT123::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q103,SRC_M2_NE_150_WORKSHEET_SET06_20260710,103,13,36,c090851a5b59fb5e1d0e8321eb604cb5044cbaada1c61cb59642423a3e32b84b,9c94796891b43d3b997ef4d5efd7183c970a6af1d1552e6412e81b968989e093,단항식의 곱셈,choice:3,single_choice,M2_NE_PT123,M2_NE_PT122,M2_NE_C037|M2_NE_C038|M2_NE_C022,M2_NE_C021|M1_EX_C009|M2_NE_C022|M2_NE_C037,M3_POLY_C001,core,83,low_observed_challenge,M2_NE_PT123__M2NE150S06_Q103,M2_NE_PT123::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q104,SRC_M2_NE_150_WORKSHEET_SET06_20260710,104,14,36,dbc763f28b91cace89fd6f6685e4a5f017e352f96a06d110607ef44bfee0c900,9c94796891b43d3b997ef4d5efd7183c970a6af1d1552e6412e81b968989e093,단항식의 곱셈,choice:3,single_choice,M2_NE_PT123,M2_NE_PT122,M2_NE_C037|M2_NE_C038|M2_NE_C022,M2_NE_C021|M1_EX_C009|M2_NE_C022|M2_NE_C037,M3_POLY_C001,core,80,low_observed_challenge,M2_NE_PT123__M2NE150S06_Q104,M2_NE_PT123::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q105,SRC_M2_NE_150_WORKSHEET_SET06_20260710,105,14,36,fda2ce7c5b9431b3f56971be2a9c722c8d4eda4bfbf56e43ace6ecfd9fd56385,9cba5eb59562225990fd3104df6f91a78bc89bcb9bd9f1565d14c5e91f1b899a,단항식의 나눗셈,choice:3,single_choice,M2_NE_PT128,M2_NE_PT127,M2_NE_C037|M2_NE_C039|M2_NE_C024,M2_NE_C021|M2_NE_C024|M2_NE_C037|M1_IR_C024,,core,80,low_observed_challenge,M2_NE_PT128__M2NE150S06_Q105,M2_NE_PT128::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q106,SRC_M2_NE_150_WORKSHEET_SET06_20260710,106,14,36,6a6268ea13f7ddbce4172f2d822c0036bd6bdb2b596e95abbbb04a3b9e528168,d576dae29a8a4c3ca9632275b4b6b90bbbb0dd68e7ab28dd60aea38152efb618,단항식의 나눗셈,choice:5,single_choice,M2_NE_PT128,M2_NE_PT127,M2_NE_C037|M2_NE_C039|M2_NE_C024,M2_NE_C021|M2_NE_C024|M2_NE_C037|M1_IR_C024,,core,83,low_observed_challenge,M2_NE_PT128__M2NE150S06_Q106,M2_NE_PT128::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q107,SRC_M2_NE_150_WORKSHEET_SET06_20260710,107,14,36,5297b2def16ad89a5fc65e09b1a3a4de33e6973d0bd4cd833fd788f8d3ed062b,cbde5502326728ea74884ace65395feea662a836c8252fabc359982eec75e69a,단항식의 나눗셈,7,integer,M2_NE_PT128,M2_NE_PT127,M2_NE_C037|M2_NE_C039|M2_NE_C024,M2_NE_C021|M2_NE_C024|M2_NE_C037|M1_IR_C024,,core,67,medium_observed_challenge,M2_NE_PT128__M2NE150S06_Q107,M2_NE_PT128::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q108,SRC_M2_NE_150_WORKSHEET_SET06_20260710,108,14,36,a0af0369aa4c29473d6d511ac00506067d89d2d3262ce82bc808c439138623c5,cbde5502326728ea74884ace65395feea662a836c8252fabc359982eec75e69a,단항식의 나눗셈,12,integer,M2_NE_PT128,M2_NE_PT127,M2_NE_C037|M2_NE_C039|M2_NE_C024,M2_NE_C021|M2_NE_C024|M2_NE_C037|M1_IR_C024,,core,67,medium_observed_challenge,M2_NE_PT128__M2NE150S06_Q108,M2_NE_PT128::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q109,SRC_M2_NE_150_WORKSHEET_SET06_20260710,109,14,36,15c9f407f5f6bc817e30f7a14b3fa562cdc8cc9811a4ac695d9ef8a96f10235d,d94bd676e25e62d0910057e26e42bb85b094b5d5e192c49db398ee3d5e4c81a1,단항식의 곱셈과 나눗셈의 혼합 계산,40,integer,M2_NE_PT132,M2_NE_PT130,M2_NE_C038|M2_NE_C039|M2_NE_C040|M2_NE_C041,M1_EX_C009|M2_NE_C021|M2_NE_C022|M2_NE_C024|M2_NE_C037|M2_NE_C038|M2_NE_C039|M2_NE_C040,M3_POLY_C001,advanced,61,high_observed_challenge,M2_NE_PT132__M2NE150S06_Q109,M2_NE_PT132::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q110,SRC_M2_NE_150_WORKSHEET_SET06_20260710,110,14,36,eb7e320fad14abc3620fe2ed6a1497d1f1ae75ad58426798ad69b682d85c26b2,ac43550cf0ad6c30df1d35fcd102a7a90c6d89f642d2b3d7f4499235e9a09cce,단항식의 곱셈과 나눗셈의 혼합 계산,choice:4,single_choice,M2_NE_PT130,M2_NE_PT129,M2_NE_C038|M2_NE_C039|M2_NE_C040|M2_NE_C041,M1_EX_C009|M2_NE_C021|M2_NE_C022|M2_NE_C024|M2_NE_C037|M2_NE_C038|M2_NE_C039|M2_NE_C040,M3_POLY_C001,advanced,87,low_observed_challenge,M2_NE_PT130__M2NE150S06_Q110,M2_NE_PT130::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q111,SRC_M2_NE_150_WORKSHEET_SET06_20260710,111,15,37,9961dbeaf84f7b75e582b2b54be22a67cae4f149eebec89e003d1b42a22fb612,e84b880b8de97d3558feba303a4b89232c8bb7a266e990b52a04c0b44f7ebee2,단항식의 계산에서 빈 칸에 알맞은 식 구하기,choice:2,single_choice,M2_NE_PT135,,M2_NE_C040|M2_NE_C042,M2_NE_C038|M2_NE_C039|M2_NE_C040,,advanced,80,low_observed_challenge,M2_NE_PT135__M2NE150S06_Q111,M2_NE_PT135::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q112,SRC_M2_NE_150_WORKSHEET_SET06_20260710,112,15,37,fbea99b09528267d7453069296ae472995aa675cdfe98a352bef83ad40d5f4df,e84b880b8de97d3558feba303a4b89232c8bb7a266e990b52a04c0b44f7ebee2,단항식의 계산에서 빈 칸에 알맞은 식 구하기,choice:1,single_choice,M2_NE_PT135,,M2_NE_C040|M2_NE_C042,M2_NE_C038|M2_NE_C039|M2_NE_C040,,advanced,85,low_observed_challenge,M2_NE_PT135__M2NE150S06_Q112,M2_NE_PT135::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q113,SRC_M2_NE_150_WORKSHEET_SET06_20260710,113,15,37,1001da603c2a5876d43cd62431dd2b5a7ae3d13299e3ca510f7cdeaf3d116df0,692140d1e31a83d07e6de214b39e9687c60ea407ddcc2b6b0a0f8b8a1e5db7ff,단항식의 계산에서 빈 칸에 알맞은 식 구하기,choice:3,single_choice,M2_NE_PT136,M2_NE_PT135,M2_NE_C040|M2_NE_C042,M2_NE_C038|M2_NE_C039|M2_NE_C040,,advanced,90,low_observed_challenge,M2_NE_PT136__M2NE150S06_Q113,M2_NE_PT136::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q114,SRC_M2_NE_150_WORKSHEET_SET06_20260710,114,15,37,0cfde6c802625fd33a78137b9b1aba6fce0b5f03192a9c928942fa0e68f7e001,c68238ace544286d6c974ed5667a0972b83299fc04f653dcae7bd234042b5418,도형에서의 단항식의 계산(2) - 입체도형,choice:2,single_choice,M2_NE_PT143,M2_NE_PT140|M2_NE_PT141,M2_NE_C038|M2_NE_C040|M2_NE_C044,M1_EX_C009|M2_NE_C021|M2_NE_C022|M2_NE_C037|M2_NE_C038|M2_NE_C039|M2_NE_C040,M3_POLY_C001,advanced,71,medium_observed_challenge,M2_NE_PT143__M2NE150S06_Q114,M2_NE_PT143::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q115,SRC_M2_NE_150_WORKSHEET_SET06_20260710,115,15,37,0791b9807812cb32e8b7dba07713a2dafc91b39ebcbc56561595a8e2d409f970,43f51dc0da3d5154b77f4452d8330abb123fdb3b611dcfd6bd6df58cc24d5080,도형에서의 단항식의 계산(2) - 입체도형,81개,expression,M2_NE_PT143,M2_NE_PT140|M2_NE_PT141,M2_NE_C038|M2_NE_C040|M2_NE_C044,M1_EX_C009|M2_NE_C021|M2_NE_C022|M2_NE_C037|M2_NE_C038|M2_NE_C039|M2_NE_C040,M3_POLY_C001,advanced,60,high_observed_challenge,M2_NE_PT143__M2NE150S06_Q115,M2_NE_PT143::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q116,SRC_M2_NE_150_WORKSHEET_SET06_20260710,116,15,37,d38e97f607c9ffbe32a60fc9c8a2e1017a7d83a3d1ead7b59bfaf4b24615e1c7,43f51dc0da3d5154b77f4452d8330abb123fdb3b611dcfd6bd6df58cc24d5080,도형에서의 단항식의 계산(2) - 입체도형,54개,expression,M2_NE_PT143,M2_NE_PT140|M2_NE_PT141,M2_NE_C038|M2_NE_C040|M2_NE_C044,M1_EX_C009|M2_NE_C021|M2_NE_C022|M2_NE_C037|M2_NE_C038|M2_NE_C039|M2_NE_C040,M3_POLY_C001,advanced,67,medium_observed_challenge,M2_NE_PT143__M2NE150S06_Q116,M2_NE_PT143::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q117,SRC_M2_NE_150_WORKSHEET_SET06_20260710,117,16,37,f03cbbe4c49aff97f25bd60eca0a07621ceab588d32b312b2e8fdd051daa20a3,c68238ace544286d6c974ed5667a0972b83299fc04f653dcae7bd234042b5418,도형에서의 단항식의 계산(2) - 입체도형,choice:5,single_choice,M2_NE_PT143,M2_NE_PT140|M2_NE_PT141,M2_NE_C038|M2_NE_C040|M2_NE_C044,M1_EX_C009|M2_NE_C021|M2_NE_C022|M2_NE_C037|M2_NE_C038|M2_NE_C039|M2_NE_C040,M3_POLY_C001,advanced,80,low_observed_challenge,M2_NE_PT143__M2NE150S06_Q117,M2_NE_PT143::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q118,SRC_M2_NE_150_WORKSHEET_SET06_20260710,118,16,37,1aa08f72c5c20ec90bdcbd2194e2ecf3c12bef65364088b716b53c1316c3a44e,e02198010fdafc9a79051b4651c7cf7d5a3d8f5e42a140d10a2a7f6027801d62,다항식의 덧셈과 뺄셈,choice:3,single_choice,M2_NE_PT148,M2_NE_PT146,M2_NE_C046|M2_NE_C047|M2_NE_C049|M2_NE_C055,M1_EX_C008|M1_EX_C010|M1_EX_C011|M2_NE_C046|M2_NE_C047|M2_NE_C054,M3_POLY_C001,core,73,medium_observed_challenge,M2_NE_PT148__M2NE150S06_Q118,M2_NE_PT148::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q119,SRC_M2_NE_150_WORKSHEET_SET06_20260710,119,16,37,60e945c28fbce693fb687528d9d69ad78b01931f493927953f7780e26717223c,82b7c9bc9bb6f0206155ba159f1201aee9ea9f84af55d1626b5cc94827cd1c56,다항식의 덧셈과 뺄셈,choice:2,single_choice,M2_NE_PT149,M2_NE_PT146,M2_NE_C046|M2_NE_C047|M2_NE_C049|M2_NE_C055,M1_EX_C008|M1_EX_C010|M1_EX_C011|M2_NE_C046|M2_NE_C047|M2_NE_C054,M3_POLY_C001,core,62,high_observed_challenge,M2_NE_PT149__M2NE150S06_Q119,M2_NE_PT149::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q120,SRC_M2_NE_150_WORKSHEET_SET06_20260710,120,16,38,e0482b80dc255a346e2ad6e4b89845d9c3383f8ed9fe8270f47eca1225424510,e02198010fdafc9a79051b4651c7cf7d5a3d8f5e42a140d10a2a7f6027801d62,다항식의 덧셈과 뺄셈,choice:3,single_choice,M2_NE_PT148,M2_NE_PT146,M2_NE_C046|M2_NE_C047|M2_NE_C049|M2_NE_C055,M1_EX_C008|M1_EX_C010|M1_EX_C011|M2_NE_C046|M2_NE_C047|M2_NE_C054,M3_POLY_C001,core,68,medium_observed_challenge,M2_NE_PT148__M2NE150S06_Q120,M2_NE_PT148::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
