item_id,source_id,source_question_no,source_page,solution_page,source_fingerprint,structure_fingerprint,source_type_label,answer_key,response_format,primary_problem_type_id,secondary_problem_type_ids,concept_ids,prerequisite_concept_ids,future_connection_ids,difficulty,observed_accuracy_percent,observed_challenge_band,problem_family_id,variant_level,representation_type,condition_count,first_action_hint,expected_process_stages,likely_error_tags,variant_id,near_duplicate_group,duplicate_of,mapping_status,mapping_confidence,review_status
M2_SIMPY_150_S04_Q054,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,054,14,50,c49f6b817e863f97e775485b50b1193a83628cfa4cc5da57a0de5cb39295f015,b75d4e8f3bae2f201072e628f46b85c3a5572c879369f61048780c96a02fac65,평행선 사이의 길이의 비의 응용,80cm²,area,M2_SIMPY_PT080,,M2_SIMPY_C027,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,70,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT080,variant,parallel_line_ratio_diagram,5,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT080__M2SIMPY150S04_Q054,M2_SIMPY_PT080::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q055,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,055,14,50,1973e67921e99a76712c383bde9053ac2d550774f932a6040e822e6b23706c5d,f677b59df93539456d4dec2523b22768c90a91e8b300106f043dab6a87e5d305,삼각형의 두 변의 중점을 연결한 선분의 성질(1),7cm,length,M2_SIMPY_PT083,,M2_SIMPY_C028,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,81,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT083,variant,midpoint_median_diagram,6,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT083__M2SIMPY150S04_Q055,M2_SIMPY_PT083::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q056,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,056,14,50,a9feae891ad84fa5afb0cf71c1050fe75e12352aff4c70b6c7a6661207342e43,c5179ff804493df901c2d2d54e34f9f4eda24b87018eb4252a41e3e0c98a8022,삼각형의 두 변의 중점을 연결한 선분의 성질(1),18cm,length,M2_SIMPY_PT083,,M2_SIMPY_C028,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,84,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT083,variant,midpoint_median_diagram,3,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT083__M2SIMPY150S04_Q056,M2_SIMPY_PT083::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q057,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,057,15,50,22dc98501627d3603a1b0307de825b7ebd8ccfb14c37bbe2e4bf704e84ded5c5,2c1a85b4f1393fc921abcef4c3cc0e0f913e8f21100f7546bf26c2caa0c90321,삼각형의 두 변의 중점을 연결한 선분의 성질(2),4cm,length,M2_SIMPY_PT083,,M2_SIMPY_C028,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,70,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT083,variant,midpoint_median_diagram,4,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT083__M2SIMPY150S04_Q057,M2_SIMPY_PT083::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q058,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,058,15,51,e5a5b52f1a680008a7443e9087f6cc93641b117dbf58d2ee8648bc62b1f46b28,e9580ccacfd67614bebdb7810b2626c8231d8c5d3534e9c9de35427ee96fc36a,삼각형의 중점을 연결한 선분 응용(1) 중점,4,integer,M2_SIMPY_PT086,,M2_SIMPY_C029,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,61,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT086,variant,midpoint_median_diagram,5,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT086__M2SIMPY150S04_Q058,M2_SIMPY_PT086::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q059,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,059,15,51,e473781e53b2babc1efb9092cde7f8a7b6368659383f863be942157be7b9c967,f80a8e12f1030828af8f6dba496d233c4e40433a597d1b457499ff3c68cad55e,삼각형의 중점을 연결한 선분 응용(1) 중점,6cm,length,M2_SIMPY_PT086,,M2_SIMPY_C029,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,80,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT086,variant,midpoint_median_diagram,6,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT086__M2SIMPY150S04_Q059,M2_SIMPY_PT086::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q060,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,060,15,51,21eebb911b2e2d7037228d60ceb08d54939032714d8db6cafe9b2be7bd31a160,ee1a7c1394e7fbc1948b07794be56b1abb5bddcc9af483dbaae1df12cf4b23c8,삼각형의 중점을 연결한 선분 응용(2) 삼등분선,23,integer,M2_SIMPY_PT090,,M2_SIMPY_C030,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,34,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT090,variant,midpoint_median_diagram,3,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT090__M2SIMPY150S04_Q060,M2_SIMPY_PT090::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q061,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,061,16,51,e740ffff5edbd1cf9b561ac6e69c71418b9559485989ee1fd2d83d398675fd78,6975a47bdb9840016b583003c0ca8087c3dcfffd7f572cb85f7aee7bab6a9a8e,삼각형의 중점을 연결한 선분 응용(2) 삼등분선,6cm,length,M2_SIMPY_PT089,,M2_SIMPY_C030,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,75,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT089,variant,midpoint_median_diagram,4,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT089__M2SIMPY150S04_Q061,M2_SIMPY_PT089::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q062,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,062,16,52,d07dcf24167bd0a85641fd1d391878a2caa3557636c627aeb2daefde51b0c4d7,81891b9cd26c826f4a7158a77937a5ea6d404ce1c499e8a50b174e2041e6bce8,삼각형의 중점을 연결한 선분 응용(2) 삼등분선,30cm,length,M2_SIMPY_PT089,,M2_SIMPY_C030,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,69,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT089,variant,midpoint_median_diagram,5,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT089__M2SIMPY150S04_Q062,M2_SIMPY_PT089::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q063,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,063,16,52,62f54cb083c4c07738e6e840489f1dd3726a76e86254224536b4512d930ed3da,e2bb45546c577694ee86310c9c6ecdddf0b390ba51c2ff68fb11d16ad8c65fdd,사각형의 각 변의 중점을 연결하여 만든 사각형,choice:5,single_choice,M2_SIMPY_PT096,,M2_SIMPY_C032,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,40,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT096,variant,midpoint_median_diagram,6,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT096__M2SIMPY150S04_Q063,M2_SIMPY_PT096::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q064,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,064,17,53,80c061796f06954015ce4bb6161445a47029dfb2cb5b657c5a59d46e9994b8a5,33701dc69ecb3dd6a728b30b0962b8a144e4ea7e7a86e7e2dcef0c6322ef5535,사각형의 각 변의 중점을 연결하여 만든 사각형,36cm²,area,M2_SIMPY_PT096,,M2_SIMPY_C032,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,51,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT096,variant,midpoint_median_diagram,3,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT096__M2SIMPY150S04_Q064,M2_SIMPY_PT096::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q065,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,065,17,53,9d55250e042174f571f633d73dd278dcb253d526bcea0b4357b63fbbf62a4349,b386eb54ebe8c0a8668533f706f534e502b05364fa0ec13b598bdd6fb5dd200f,사각형의 각 변의 중점을 연결하여 만든 사각형,60cm²,area,M2_SIMPY_PT096,,M2_SIMPY_C032,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,52,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT096,variant,midpoint_median_diagram,4,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT096__M2SIMPY150S04_Q065,M2_SIMPY_PT096::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q066,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,066,17,53,77ae9a4d762758687b75b86aac7e7a12f2d54998f3d27312bf2a764aab7d072a,62a73b4f6db4bcd055268ef5f6fb89dc869662727a0478721269f0779c906726,사다리꼴의 두 변의 중점을 연결한 선분의 성질,3cm,length,M2_SIMPY_PT098,,M2_SIMPY_C033,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,67,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT098,variant,midpoint_median_diagram,5,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT098__M2SIMPY150S04_Q066,M2_SIMPY_PT098::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q067,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,067,17,54,f2f97e484e71da943797dfa564be60a3b51aa247ef37cee31ff2fcabbeaa1a4c,6b9ee6470622fd579db282e4ca487456148d01d6f6cfe2264a67a6c34a964dc7,삼각형의 중선의 성질,choice:4,single_choice,M2_SIMPY_PT100,,M2_SIMPY_C034,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,77,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT100,variant,midpoint_median_diagram,6,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT100__M2SIMPY150S04_Q067,M2_SIMPY_PT100::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q068,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,068,18,54,0f909cb00665687cf3af4db8e8dfcb0e3de96e3d6b891c8974300bc299030744,07ce51b54c167dc742c598e5183ba11a3f39d4583791f04b3bf3359204c8d97f,삼각형의 중선의 성질,54cm²,area,M2_SIMPY_PT101,,M2_SIMPY_C034,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,74,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT101,variant,midpoint_median_diagram,3,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT101__M2SIMPY150S04_Q068,M2_SIMPY_PT101::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q069,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,069,18,54,da40da74d8dd3e48a6107dd831f7a8af706ff1cb7a103e219bfea0105f8c6230,b5ee7751929d4a6c01768e86e1c5a6d8b82d346e73fa66082034a00c686c8a77,삼각형의 중선의 성질,45cm²,area,M2_SIMPY_PT101,,M2_SIMPY_C034,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,75,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT101,variant,midpoint_median_diagram,4,중점 표시와 평행한 선분을 먼저 확인하고 1:2 또는 평균 길이 관계를 적는다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,midpoint|midsegment|median|parallel_lines|area_ratio,M2_SIMPY_PT101__M2SIMPY150S04_Q069,M2_SIMPY_PT101::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q070,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,070,18,54,80c77fc9b632636a9ca1011712938b6d21b724249b2c0ea8b605e572b49e761e,a45117efa2d0cb3dd3b7eb7d4a72555bfb1cf8352081ce6b5b3454efbe0c86e1,삼각형의 무게중심(1) △ABC의 무게중심,12,integer,M2_SIMPY_PT104,,M2_SIMPY_C035,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,78,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT104,variant,centroid_geometry_diagram,5,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT104__M2SIMPY150S04_Q070,M2_SIMPY_PT104::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q071,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,071,18,55,7c0bed8b09b058d3ebd7606bc826b25009fc122984d5f7bf993dd90ace818032,4159f215431160733f7e0c5c3bde5f12ca04ef9130bdb6cfeebf2c57bf00d5b5,삼각형의 무게중심(1) △ABC의 무게중심,11,integer,M2_SIMPY_PT105,,M2_SIMPY_C035,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,42,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT105,variant,centroid_geometry_diagram,6,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT105__M2SIMPY150S04_Q071,M2_SIMPY_PT105::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q072,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,072,19,55,c11b545824446cfcfb819885fa6cbbeeea263181d789c7cf17f17470a660f5e2,e0abb2edc2af31f13e753118e5e856f0a75cbd23c8135ad52d56694be1abc8f4,삼각형의 무게중심의 응용(1),10,integer,M2_SIMPY_PT110,,M2_SIMPY_C037,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,74,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT110,variant,centroid_geometry_diagram,3,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT110__M2SIMPY150S04_Q072,M2_SIMPY_PT110::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q073,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,073,19,55,86e141c83cde1cd54bab6442f78ded281843887d1cc59812e6dfd9becd8e998b,3a5bb79a7eeec06c620e37338693307d4999a016c449248d635a8b878b06934f,삼각형의 무게중심의 응용(1),4cm,length,M2_SIMPY_PT111,,M2_SIMPY_C037,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,53,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT111,variant,centroid_geometry_diagram,4,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT111__M2SIMPY150S04_Q073,M2_SIMPY_PT111::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q074,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,074,19,55,b10a0f9a15293095dcd96ec77f28da31fe3f4ca2f3b01809236b09680aa2e5d3,b88c79906700b63de2cc31c69f98f809ef747e353d91f01ee68b48ec2e3f7401,삼각형의 무게중심의 응용(1),2cm,length,M2_SIMPY_PT110,,M2_SIMPY_C037,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,69,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT110,variant,centroid_geometry_diagram,5,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT110__M2SIMPY150S04_Q074,M2_SIMPY_PT110::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q075,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,075,19,56,54e26aa3f407cad4f4411fb59089779858b6cdc67c19a79d100fb45bddb33353,015629e37f45f93ff2b7c725d5af2d5053439bd0fdd9829bd358da6c883d910b,삼각형의 무게중심의 응용(2),3.5cm,length,M2_SIMPY_PT113,,M2_SIMPY_C038,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,61,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT113,variant,centroid_geometry_diagram,6,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT113__M2SIMPY150S04_Q075,M2_SIMPY_PT113::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q076,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,076,20,56,d3bf5747bcb62f49d78aff993d6491bebe8327710d9fcd849f2db5b0a97e1bba,a03c7364ee373caa13bbe99afed0938dc7dd9fb3853fdf99cdef63fbb4db04fa,삼각형의 무게중심의 응용(2),choice:2,single_choice,M2_SIMPY_PT112,,M2_SIMPY_C038,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,78,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT112,variant,centroid_geometry_diagram,3,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT112__M2SIMPY150S04_Q076,M2_SIMPY_PT112::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q077,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,077,20,56,a58f32e47232283fd81a43cb9ceb84a22c8e440ec400f34d2344ec53b5aa6f87,b4c187d5c458a518c92461a5507587978793ef2db19d628c3f8a44a9af508088,삼각형의 무게중심의 응용(2),1,integer,M2_SIMPY_PT113,,M2_SIMPY_C038,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,78,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT113,variant,centroid_geometry_diagram,4,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT113__M2SIMPY150S04_Q077,M2_SIMPY_PT113::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q078,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,078,20,56,83ed2bb979ba48022afa7596fec85f5da65ff24ac79d5dfce717b1a975b6f62a,665b5f777d4e585f3a23a70894217e5cb1b33856a6342c6c3a1d041322f2f398,삼각형의 무게중심의 응용(3),8/3cm,length,M2_SIMPY_PT116,,M2_SIMPY_C039,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,66,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT116,variant,centroid_geometry_diagram,5,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT116__M2SIMPY150S04_Q078,M2_SIMPY_PT116::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q079,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,079,20,56,d8196d47ecb4d1c2f05db13599c824e2c6240765d8106ad40452dd7fbc97ff9c,0aa1aef68af3d6d189908d693c6cd314e8cad37e0b818b9a7c576eeeb7ca49a5,삼각형의 무게중심의 응용(3),choice:3,single_choice,M2_SIMPY_PT115,,M2_SIMPY_C039,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,81,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT115,variant,centroid_geometry_diagram,6,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT115__M2SIMPY150S04_Q079,M2_SIMPY_PT115::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q080,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,080,21,56,e5473f34f0b799c2380c8e20eaf5e6f3b7a614692bbabc21e2a7ec92bc5676c6,0568a827134ee5c9e930b96ceaabb6c91cd881193e19949418324db518b5d464,삼각형의 무게중심과 넓이의 관계(1) △ABC의 무게중심,21cm²,area,M2_SIMPY_PT120,,M2_SIMPY_C040,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,52,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT120,variant,centroid_geometry_diagram,3,"세 중선과 무게중심의 2:1 분할을 표시하고, 같은 높이의 넓이비로 바꾼다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,centroid|median|segment_ratio|area_ratio|triangle_geometry,M2_SIMPY_PT120__M2SIMPY150S04_Q080,M2_SIMPY_PT120::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
